timestamp,open,close,min,max,volume,volumeQuote,crypto
2014-02-11T00:00:00.000Z,689.77,666.09,633.84,711.29,14.32,9721.694,BTCUSD
2014-02-12T00:00:00.000Z,666.62,644.79,635.42,666.62,15.99,10379.3331,BTCUSD
2014-02-13T00:00:00.000Z,644.64,599.01,585.86,653.84,15.11,9511.2248,BTCUSD
2014-02-14T00:00:00.000Z,589.9,644.47,530.64,673.64,14.98,8976.7196,BTCUSD
2014-02-15T00:00:00.000Z,642.04,634.09,622.14,646.8,19.38,12315.8488,BTCUSD
2014-02-16T00:00:00.000Z,631.52,598.49,569.17,648.64,16.35,10081.9844,BTCUSD
2014-02-17T00:00:00.000Z,598.81,596.79,592.79,643.16,14.06,8599.9091,BTCUSD
2014-02-18T00:00:00.000Z,598.47,600.54,579.94,616.88,14.92,8925.4334,BTCUSD
2014-02-19T00:00:00.000Z,598.34,595.49,586.24,601.5,71.16,42529.9549,BTCUSD
2014-02-20T00:00:00.000Z,592.68,531.73,530.95,599.34,15.58,8916.0397,BTCUSD
2014-02-21T00:00:00.000Z,529.56,551,510.62,557.46,13.17,7071.6673,BTCUSD
2014-02-22T00:00:00.000Z,554.71,582.78,533.7,582.78,14.09,7812.9622,BTCUSD
2014-02-23T00:00:00.000Z,581.62,577.86,572.62,607.3,209.62,126147.5293,BTCUSD
2014-02-24T00:00:00.000Z,576.16,518.31,505,577.02,41.29,21325.2309,BTCUSD
2014-02-25T00:00:00.000Z,505.42,508.51,386.11,513.38,23.2,11023.378,BTCUSD
2014-02-26T00:00:00.000Z,506.32,555.17,505.7,579.88,16.06,8784.2069,BTCUSD
2014-02-27T00:00:00.000Z,560.07,551.35,540.27,569.78,13.5,7472.5858,BTCUSD
2014-02-28T00:00:00.000Z,552.98,520.37,520.37,561.36,17.55,9507.5277,BTCUSD
2014-03-01T00:00:00.000Z,520.88,535.93,510.85,548.65,16.15,8624.7589,BTCUSD
2014-03-02T00:00:00.000Z,535.28,538.52,524.1,544.25,14.53,7780.7545,BTCUSD
2014-03-03T00:00:00.000Z,545.29,642.45,536.99,669.78,13.07,7597.2027,BTCUSD
2014-03-04T00:00:00.000Z,646.22,642.97,626.41,665.95,16.7,10820.3184,BTCUSD
2014-03-05T00:00:00.000Z,638.52,665.03,617.07,672.81,15.79,10243.7648,BTCUSD
2014-03-06T00:00:00.000Z,672.32,670.69,650.47,681.33,37.7,25253.0856,BTCUSD
2014-03-07T00:00:00.000Z,670.36,634.22,612.86,673.43,14.46,9326.03,BTCUSD
2014-03-08T00:00:00.000Z,634.5,623.61,602.73,637.95,10.39,6434.1515,BTCUSD
2014-03-09T00:00:00.000Z,618.73,640.78,612.02,651.64,10.77,6779.498,BTCUSD
2014-03-10T00:00:00.000Z,636.2,631.46,614.82,648.38,9.6,6070.9477,BTCUSD
2014-03-11T00:00:00.000Z,631.52,630.04,615.16,639.89,20.55,12898.2765,BTCUSD
2014-03-12T00:00:00.000Z,629.86,636.76,627.97,650.68,33.6,21450.6638,BTCUSD
2014-03-13T00:00:00.000Z,630.95,637.88,630.9,651.41,39.83,25581.2683,BTCUSD
2014-03-14T00:00:00.000Z,644.1,624.92,624.06,646.75,33.67,21442.8707,BTCUSD
2014-03-15T00:00:00.000Z,633.94,639.2,624.31,641.61,43.69,27634.083,BTCUSD
2014-03-16T00:00:00.000Z,632.21,630.3,627.33,640.29,44.96,28460.4328,BTCUSD
2014-03-17T00:00:00.000Z,636.71,620.31,616.28,637.04,36.35,22794.3965,BTCUSD
2014-03-18T00:00:00.000Z,626.86,615.82,597.74,626.97,86.32,52454.2592,BTCUSD
2014-03-19T00:00:00.000Z,612.3,613.62,604.49,623.27,37.96,23314.1181,BTCUSD
2014-03-20T00:00:00.000Z,611.48,588.96,581.76,611.48,41.01,24437.278,BTCUSD
2014-03-21T00:00:00.000Z,583.99,566.76,562.41,606.02,158.61,91272.1128,BTCUSD
2014-03-22T00:00:00.000Z,571.29,569.92,546.26,573.44,49.34,27533.0331,BTCUSD
2014-03-23T00:00:00.000Z,564.67,557.1,555.33,571.67,34.28,19331.7363,BTCUSD
2014-03-24T00:00:00.000Z,561.39,581.25,548.91,591.73,36.26,20386.9946,BTCUSD
2014-03-25T00:00:00.000Z,580.66,580.71,567.5,587,42.23,24414.1121,BTCUSD
2014-03-26T00:00:00.000Z,586.22,583.26,565.49,593.25,46.37,26834.3708,BTCUSD
2014-03-27T00:00:00.000Z,577.18,472.67,472.67,581.24,375.59,188616.8608,BTCUSD
2014-03-28T00:00:00.000Z,474.28,498.51,471.4,526.33,386.12,194509.8824,BTCUSD
2014-03-29T00:00:00.000Z,504.33,485.4,485.4,507.03,107.3,53440.4311,BTCUSD
2014-03-30T00:00:00.000Z,488.21,456.38,438.69,491.54,719.28,332365.4835,BTCUSD
2014-03-31T00:00:00.000Z,460.32,445.22,437.12,485.49,1091.95,499076.3084,BTCUSD
2014-04-01T00:00:00.000Z,446.58,466.63,443.38,492.54,480.23,224835.3884,BTCUSD
2014-04-02T00:00:00.000Z,469.9,427.92,423.39,481.39,326.55,144679.3998,BTCUSD
2014-04-03T00:00:00.000Z,429.15,439.71,406.53,451.12,473.96,203968.0095,BTCUSD
2014-04-04T00:00:00.000Z,440.53,437.69,421.23,448.25,185.25,80188.1094,BTCUSD
2014-04-05T00:00:00.000Z,437.68,448.14,433.77,448.72,112.32,49429.0434,BTCUSD
2014-04-06T00:00:00.000Z,454.24,444.94,439.72,454.59,128.32,57361.7784,BTCUSD
2014-04-07T00:00:00.000Z,446.28,439.75,434.66,452.38,187.97,83034.7184,BTCUSD
2014-04-08T00:00:00.000Z,436.83,443.17,434.35,450.24,365.73,161773.9109,BTCUSD
2014-04-09T00:00:00.000Z,440.44,433.89,428.19,447.06,335.81,147112.1524,BTCUSD
2014-04-10T00:00:00.000Z,433.66,353.19,353,434.03,567,224012.9965,BTCUSD
2014-04-11T00:00:00.000Z,356.33,410.93,333.77,421.31,1135.72,437046.8042,BTCUSD
2014-04-12T00:00:00.000Z,410.86,411.97,405.28,430.33,406.33,169206.9439,BTCUSD
2014-04-13T00:00:00.000Z,415.41,404.53,387.43,419.02,414.31,168459.3984,BTCUSD
2014-04-14T00:00:00.000Z,406.6,450.12,398.19,463.71,852.76,372887.535,BTCUSD
2014-04-15T00:00:00.000Z,445,508.48,444.6,515.56,1093.32,533214.5356,BTCUSD
2014-04-16T00:00:00.000Z,511.39,517.51,485.28,532.94,1507.81,764023.5304,BTCUSD
2014-04-17T00:00:00.000Z,513.38,486.06,471.7,523.69,939.72,465877.4185,BTCUSD
2014-04-18T00:00:00.000Z,489.25,469.65,400,600,782.56,373059.0285,BTCUSD
2014-04-19T00:00:00.000Z,472.23,491.57,461.14,495.53,846.35,408532.5936,BTCUSD
2014-04-20T00:00:00.000Z,493.94,489.5,481.63,504.24,868.53,427456.6163,BTCUSD
2014-04-21T00:00:00.000Z,489.44,484.28,479.72,504.2,782.27,383332.6923,BTCUSD
2014-04-22T00:00:00.000Z,486.86,475.86,473.54,494.45,827.35,400119.6274,BTCUSD
2014-04-23T00:00:00.000Z,475.77,477.52,472.18,484.44,823.31,393996.5825,BTCUSD
2014-04-24T00:00:00.000Z,480.29,493.4,467.94,493.6,823.23,393688.3029,BTCUSD
2014-04-25T00:00:00.000Z,492.6,459.7,430.03,493.19,822.88,375766.5596,BTCUSD
2014-04-26T00:00:00.000Z,461.92,453.05,445,465.14,826.7,374407.9057,BTCUSD
2014-04-27T00:00:00.000Z,452.71,428.47,428.47,457.46,803.01,358918.4284,BTCUSD
2014-04-28T00:00:00.000Z,425.61,437.88,418.54,447.62,793.42,343610.6973,BTCUSD
2014-04-29T00:00:00.000Z,437.6,443.61,426.29,449.58,968.05,425619.0906,BTCUSD
2014-04-30T00:00:00.000Z,443.41,446.73,428.69,448.01,802.82,353557.5541,BTCUSD
2014-05-01T00:00:00.000Z,447.33,456.22,441.68,460,813.62,366636.9583,BTCUSD
2014-05-02T00:00:00.000Z,457.23,445.38,438.04,457.65,778.81,348360.9678,BTCUSD
2014-05-03T00:00:00.000Z,446.06,432.68,425.02,449.76,724.68,316425.0336,BTCUSD
2014-05-04T00:00:00.000Z,434.89,431.12,423.96,438,789.87,339839.3799,BTCUSD
2014-05-05T00:00:00.000Z,430.68,425.1,419.93,436.18,841.18,358068.2763,BTCUSD
2014-05-06T00:00:00.000Z,425.33,422,414.36,426.6,780.73,329352.8683,BTCUSD
2014-05-07T00:00:00.000Z,422.85,436.89,419.67,447.98,788.64,342119.7308,BTCUSD
2014-05-08T00:00:00.000Z,436.83,444.09,434.27,452.93,705.62,314247.8886,BTCUSD
2014-05-09T00:00:00.000Z,443.41,455.08,442.58,455.57,820.3,370321.5929,BTCUSD
2014-05-10T00:00:00.000Z,454.82,460.42,452.85,462.31,819.33,373741.983,BTCUSD
2014-05-11T00:00:00.000Z,460.26,442.7,433.66,461.34,784.54,352112.9257,BTCUSD
2014-05-12T00:00:00.000Z,442.39,445.3,436.95,447.26,777.17,344661.8808,BTCUSD
2014-05-13T00:00:00.000Z,445.21,443.57,437.44,445.97,793.21,350898.4409,BTCUSD
2014-05-14T00:00:00.000Z,442.84,449.39,442.61,453.77,800.8,358467.475,BTCUSD
2014-05-15T00:00:00.000Z,449.2,450.61,448.45,456.83,946.36,428581.804,BTCUSD
2014-05-16T00:00:00.000Z,450.5,451.52,448.38,457.22,1069.19,483991.9353,BTCUSD
2014-05-17T00:00:00.000Z,451.42,457.08,449.64,460,838.26,381114.8927,BTCUSD
2014-05-18T00:00:00.000Z,456.91,454.17,452.47,458.69,842.64,383696.7693,BTCUSD
2014-05-19T00:00:00.000Z,454.19,446.78,442.6,457.86,1235.56,554801.0083,BTCUSD
2014-05-20T00:00:00.000Z,446.26,491.7,445.62,504.37,3650.92,1725836.3173,BTCUSD
2014-05-21T00:00:00.000Z,491.33,496.01,490.8,501.99,1248.86,621388.4349,BTCUSD
2014-05-22T00:00:00.000Z,496.15,530.49,494.87,531.75,1875.91,966655.3587,BTCUSD
2014-05-23T00:00:00.000Z,530.39,526.18,523.43,550.99,2091.12,1116960.7174,BTCUSD
2014-05-24T00:00:00.000Z,526.19,531.54,522.45,531.55,1010.97,531266.0174,BTCUSD
2014-05-25T00:00:00.000Z,531.54,576.63,531.54,589.6,2036.27,1158685.7485,BTCUSD
2014-05-26T00:00:00.000Z,576.63,581.04,570.26,595.89,1065.14,622644.9652,BTCUSD
2014-05-27T00:00:00.000Z,580.69,566.35,549.12,592.33,943.27,537050.9001,BTCUSD
2014-05-28T00:00:00.000Z,566.34,572.97,557.39,575.41,543.89,308782.7688,BTCUSD
2014-05-29T00:00:00.000Z,573.02,564.71,554.19,575.17,497.7,280027.7237,BTCUSD
2014-05-30T00:00:00.000Z,564.55,612.97,563.4,621.81,1229.89,732863.9663,BTCUSD
2014-05-31T00:00:00.000Z,614.2,620.29,604.12,624.86,680.3,417862.7156,BTCUSD
2014-06-01T00:00:00.000Z,619.89,622.17,611.88,674.16,1461.32,935657.9771,BTCUSD
2014-06-02T00:00:00.000Z,621.99,665.83,607.33,678.31,1263.97,807679.8904,BTCUSD
2014-06-03T00:00:00.000Z,665.07,676.74,651.62,680.88,1309.8,879310.2293,BTCUSD
2014-06-04T00:00:00.000Z,677.44,647.7,629.71,679.43,1486.47,962440.2901,BTCUSD
2014-06-05T00:00:00.000Z,647.53,666.86,646.55,676.22,764.68,506915.173,BTCUSD
2014-06-06T00:00:00.000Z,666.44,655.83,652.48,668.74,682.33,453173.1401,BTCUSD
2014-06-07T00:00:00.000Z,655.89,662.59,644.15,662.88,547.99,359787.2485,BTCUSD
2014-06-08T00:00:00.000Z,662.6,664.03,650.41,668.11,331.12,219241.5207,BTCUSD
2014-06-09T00:00:00.000Z,663.65,653.74,643,664.22,586.74,384202.6012,BTCUSD
2014-06-10T00:00:00.000Z,653.64,642.13,637.58,665,652.17,427373.6075,BTCUSD
2014-06-11T00:00:00.000Z,642.14,622.59,616.5,651.05,697.73,442872.6146,BTCUSD
2014-06-12T00:00:00.000Z,621.68,576.44,550.33,634.54,1335.58,808781.3829,BTCUSD
2014-06-13T00:00:00.000Z,570.88,591.19,565.74,616.23,1563.73,924647.4063,BTCUSD
2014-06-14T00:00:00.000Z,591.57,569.41,539.73,597.63,1241.12,705375.8542,BTCUSD
2014-06-15T00:00:00.000Z,571.65,591.72,553.5,597.38,812.98,462792.0713,BTCUSD
2014-06-16T00:00:00.000Z,595.63,590.32,584.25,612.54,1217.65,730021.1287,BTCUSD
2014-06-17T00:00:00.000Z,590.32,606.6,583.3,614.38,748.52,449011.6621,BTCUSD
2014-06-18T00:00:00.000Z,611.65,609.18,601.5,620.86,759.43,463546.8774,BTCUSD
2014-06-19T00:00:00.000Z,607.23,598.66,586.41,611.2,668.9,404843.4472,BTCUSD
2014-06-20T00:00:00.000Z,598.66,589.4,579.09,601.7,971.21,575729.3304,BTCUSD
2014-06-21T00:00:00.000Z,590.42,594.11,582.11,598.75,575.83,339847.6551,BTCUSD
2014-06-22T00:00:00.000Z,590.31,599.81,589.42,609.41,735.4,442085.5258,BTCUSD
2014-06-23T00:00:00.000Z,599.66,588.84,583.37,604.13,732.82,432721.2433,BTCUSD
2014-06-24T00:00:00.000Z,587.9,574.22,574.03,593.02,609.14,356602.0423,BTCUSD
2014-06-25T00:00:00.000Z,574.25,560.77,555,578.78,593.63,337709.2215,BTCUSD
2014-06-26T00:00:00.000Z,562.16,574.5,558.6,575.7,449.78,255451.7053,BTCUSD
2014-06-27T00:00:00.000Z,574.78,594.26,569.86,594.95,706.43,409588.4074,BTCUSD
2014-06-28T00:00:00.000Z,594.06,585.63,584.57,599.4,452.01,267495.2628,BTCUSD
2014-06-29T00:00:00.000Z,585.66,593.79,585.39,595.94,378.39,223514.1166,BTCUSD
2014-06-30T00:00:00.000Z,594.09,634.27,590.9,640.63,967.33,598862.6046,BTCUSD
2014-07-01T00:00:00.000Z,634.02,633.4,632.36,653.2,1074.19,691231.4137,BTCUSD
2014-07-02T00:00:00.000Z,633.28,650.23,630.86,657.47,629.48,405497.5344,BTCUSD
2014-07-03T00:00:00.000Z,650.48,647.24,600,653.46,569.56,368213.2846,BTCUSD
2014-07-04T00:00:00.000Z,647.23,626.01,619.99,650.06,648.74,412305.0463,BTCUSD
2014-07-05T00:00:00.000Z,627.87,630.5,625.26,633.01,403.05,253937.7441,BTCUSD
2014-07-06T00:00:00.000Z,630.5,632.44,623.35,639.56,502.91,318210.5776,BTCUSD
2014-07-07T00:00:00.000Z,630.58,624.12,615.49,636.15,638.26,399989.6189,BTCUSD
2014-07-08T00:00:00.000Z,624.87,626.51,619.56,628.19,419.69,262045.4502,BTCUSD
2014-07-09T00:00:00.000Z,626.24,623.27,621.44,628.61,609.39,380725.2089,BTCUSD
2014-07-10T00:00:00.000Z,623.31,617.75,609.97,625.25,537.45,332275.4959,BTCUSD
2014-07-11T00:00:00.000Z,617.96,635.45,617.02,636.66,395.74,247657.6431,BTCUSD
2014-07-12T00:00:00.000Z,635.79,639.45,631.41,641.2,256.67,163236.6077,BTCUSD
2014-07-13T00:00:00.000Z,639.28,631.61,629.01,639.45,369.87,234936.7098,BTCUSD
2014-07-14T00:00:00.000Z,631.39,620.68,618.04,632.83,328.5,205239.1468,BTCUSD
2014-07-15T00:00:00.000Z,620.87,623.79,619.89,625.39,295.75,184249.3764,BTCUSD
2014-07-16T00:00:00.000Z,623.84,615.04,614.36,624.7,307.28,190221.4234,BTCUSD
2014-07-17T00:00:00.000Z,614.74,624.46,610.54,627.73,400.65,247110.2347,BTCUSD
2014-07-18T00:00:00.000Z,622.26,632.47,619.63,633.17,424.42,265769.0681,BTCUSD
2014-07-19T00:00:00.000Z,632.76,631.03,626.08,633.31,382.26,240874.9557,BTCUSD
2014-07-20T00:00:00.000Z,630.87,627.39,622.42,630.87,385.76,241436.831,BTCUSD
2014-07-21T00:00:00.000Z,627.35,622.95,618.45,628.24,370.55,230644.6831,BTCUSD
2014-07-22T00:00:00.000Z,622.92,621.18,620.11,626.28,444.37,277275.379,BTCUSD
2014-07-23T00:00:00.000Z,620.53,621.58,619.08,624.08,526.32,327500.3628,BTCUSD
2014-07-24T00:00:00.000Z,621.58,605.03,594.78,622.79,507.32,310266.932,BTCUSD
2014-07-25T00:00:00.000Z,604.6,603,594.93,610.1,431.48,260180.3740,BTCUSD
2014-07-26T00:00:00.000Z,601.67,597.08,592.33,601.67,364.03,216868.1531,BTCUSD
2014-07-27T00:00:00.000Z,597.18,593.86,592.1,603.29,453.58,270515.6655,BTCUSD
2014-07-28T00:00:00.000Z,593.79,590.3,573.23,596.16,510.44,299264.3202,BTCUSD
2014-07-29T00:00:00.000Z,589.2,584.88,578.91,592.22,419.03,245316.7655,BTCUSD
2014-07-30T00:00:00.000Z,584.88,562.73,559.39,585.35,509.87,293672.329,BTCUSD
2014-07-31T00:00:00.000Z,562.83,583.55,557.85,588.98,463.5,266649.2623,BTCUSD
2014-08-01T00:00:00.000Z,583.42,597.7,582.61,606.63,528.87,313496.2785,BTCUSD
2014-08-02T00:00:00.000Z,597.64,589.22,585.95,598.34,401.29,237901.8162,BTCUSD
2014-08-03T00:00:00.000Z,589.03,585.9,579.54,589.86,420.8,246338.3977,BTCUSD
2014-08-04T00:00:00.000Z,587.29,588.53,583.65,595.67,610.44,359343.5002,BTCUSD
2014-08-05T00:00:00.000Z,588.53,581.37,579.39,589.4,1049,611319.7595,BTCUSD
2014-08-06T00:00:00.000Z,581.33,582.28,577.21,586.31,1053.26,612930.3069,BTCUSD
2014-08-07T00:00:00.000Z,582.27,585.54,579.6,591.77,905.47,529888.3377,BTCUSD
2014-08-08T00:00:00.000Z,585.54,588.85,585.51,595.07,1251.68,739457.1491,BTCUSD
2014-08-09T00:00:00.000Z,588.81,589.04,585.64,591.02,672.2,395280.962,BTCUSD
2014-08-10T00:00:00.000Z,589.04,590.38,584.93,596.49,745.43,439765.2295,BTCUSD
2014-08-11T00:00:00.000Z,590.33,573.83,572.8,590.82,1029.03,599547.451,BTCUSD
2014-08-12T00:00:00.000Z,573.86,568.59,562.57,574.01,917.88,521937.9227,BTCUSD
2014-08-13T00:00:00.000Z,568.64,549.73,525.7,571.8,794.39,438096.8321,BTCUSD
2014-08-14T00:00:00.000Z,549.68,505.86,498,549.93,513.32,266813.6947,BTCUSD
2014-08-15T00:00:00.000Z,507.96,501.66,487.19,520.05,473.52,239925.3723,BTCUSD
2014-08-16T00:00:00.000Z,501.61,524.2,486.05,529.52,488.39,246338.6665,BTCUSD
2014-08-17T00:00:00.000Z,524.07,500.49,487.86,525.02,490.41,247924.329,BTCUSD
2014-08-18T00:00:00.000Z,499.69,477.65,447.99,509.65,887.91,422652.019,BTCUSD
2014-08-19T00:00:00.000Z,477.69,493.82,462.2,498.96,842.68,409247.5824,BTCUSD
2014-08-20T00:00:00.000Z,495.17,523.96,471.11,531.44,2596,1334376.2344,BTCUSD
2014-08-21T00:00:00.000Z,524.06,525.09,517.22,539.48,1948.99,1026432.5118,BTCUSD
2014-08-22T00:00:00.000Z,526.01,522.43,508.15,530.32,764.68,398428.9635,BTCUSD
2014-08-23T00:00:00.000Z,520.21,500.86,493.77,520.22,758.54,386474.6196,BTCUSD
2014-08-24T00:00:00.000Z,500.83,513.41,500.83,519.03,521.79,265916.0807,BTCUSD
2014-08-25T00:00:00.000Z,513.03,506.22,502.01,513.03,511.99,260332.1812,BTCUSD
2014-08-26T00:00:00.000Z,507.93,518.44,506.86,520.91,801.65,411746.9933,BTCUSD
2014-08-27T00:00:00.000Z,519.02,516.09,514.45,528,838.01,436106.4564,BTCUSD
2014-08-28T00:00:00.000Z,516.48,508.22,508.01,520.01,780.91,401387.4275,BTCUSD
2014-08-29T00:00:00.000Z,508.04,509.2,502.26,513.33,509.08,258236.2322,BTCUSD
2014-08-30T00:00:00.000Z,508.73,501.71,497.97,508.73,504.99,253975.9769,BTCUSD
2014-08-31T00:00:00.000Z,499.72,478.31,474.11,505.1,850.34,415796.046,BTCUSD
2014-09-01T00:00:00.000Z,479.58,475.54,471.57,487.58,429.09,205991.2404,BTCUSD
2014-09-02T00:00:00.000Z,475.41,475.06,472.61,485.06,418.05,200106.1616,BTCUSD
2014-09-03T00:00:00.000Z,475.18,475.59,472.24,479.65,402.06,191188.8369,BTCUSD
2014-09-04T00:00:00.000Z,475.62,492.22,474,496.23,389.17,189211.9195,BTCUSD
2014-09-05T00:00:00.000Z,491.23,480.03,476.99,491.48,320.5,155612.2489,BTCUSD
2014-09-06T00:00:00.000Z,480.03,481.76,479.32,486.81,343.24,165868.3586,BTCUSD
2014-09-07T00:00:00.000Z,482.26,478.71,478.01,485.01,203.46,98141.7201,BTCUSD
2014-09-08T00:00:00.000Z,479.03,473.14,461.9,482.03,675.7,320170.9554,BTCUSD
2014-09-09T00:00:00.000Z,473.29,481.25,466.01,483.79,959.81,454053.2808,BTCUSD
2014-09-10T00:00:00.000Z,481.72,479.87,479.77,494.05,966.56,469635.6141,BTCUSD
2014-09-11T00:00:00.000Z,479.84,480.57,471.58,482.92,631.41,302234.079,BTCUSD
2014-09-12T00:00:00.000Z,480.87,477.24,469.02,481.43,546,259691.1784,BTCUSD
2014-09-13T00:00:00.000Z,476.37,479.6,472.17,484.88,760.12,364314.3017,BTCUSD
2014-09-14T00:00:00.000Z,478.97,478.58,475.93,483.66,990.83,475667.899,BTCUSD
2014-09-15T00:00:00.000Z,477.16,470.9,470.89,481.79,617.59,294313.6384,BTCUSD
2014-09-16T00:00:00.000Z,471.92,462.67,462.57,474.63,605.18,284021.2276,BTCUSD
2014-09-17T00:00:00.000Z,464.09,455.85,446.88,465.63,929.88,424544.2651,BTCUSD
2014-09-18T00:00:00.000Z,455.57,428.92,415.21,456.03,1507.86,657814.0387,BTCUSD
2014-09-19T00:00:00.000Z,429.49,397.51,380.82,432.45,1669.97,672291.1325,BTCUSD
2014-09-20T00:00:00.000Z,395.96,413.8,392.55,432.18,1328.94,547935.1053,BTCUSD
2014-09-21T00:00:00.000Z,413.7,403.02,398.35,415.88,1313.15,533286.6558,BTCUSD
2014-09-22T00:00:00.000Z,402.97,400.5,398.9,410.97,1236.67,499550.6019,BTCUSD
2014-09-23T00:00:00.000Z,400.67,446.16,394.74,457.19,1704.65,724622.4766,BTCUSD
2014-09-24T00:00:00.000Z,445.75,422.95,422.86,447.49,1367.3,589709.3993,BTCUSD
2014-09-25T00:00:00.000Z,423.48,409.76,406.97,424.31,1254.72,517562.9381,BTCUSD
2014-09-26T00:00:00.000Z,409.82,404.68,396.17,414.07,1374.87,555172.6486,BTCUSD
2014-09-27T00:00:00.000Z,403.37,400.18,395.97,407,779.97,313345.1081,BTCUSD
2014-09-28T00:00:00.000Z,399.04,373.55,370.63,402.71,980.74,381079.8209,BTCUSD
2014-09-29T00:00:00.000Z,372.61,371.97,367.73,384.53,1289.96,485703.5219,BTCUSD
2014-09-30T00:00:00.000Z,371.98,387.3,369.9,392.89,1112.06,422533.4368,BTCUSD
2014-10-01T00:00:00.000Z,386.45,380.39,374.01,389.65,793.65,302264.711,BTCUSD
2014-10-02T00:00:00.000Z,380.42,372.32,369.5,381.97,470.97,177032.8773,BTCUSD
